CK1466;CADENA K1466;CK1466;UND;3,75;4,69;100
CK1524;CADENA K1524;CK1524;UND;1;1,25;100
CK1721;CADENA K 1721;CK1721;UND;1,35;1,62;100
CK1819;CADENA K819;CK1819;UND;4,5;5,4;100
CK18D;CADENA K18 DOBLE;CK18D;UND;1,38;1,8;100
CK826;CADENA K826;CK826;UND;5,25;6,3;100
CLAFC;CLAVO NIQUEL FINO CON CABEZA;CLAFC;UND;0;1,23;
CLAN;CLAVO NEGRO;CLAN;UND;;0,63;
CLANF;CLAVO NEGRO FDA/GDE;CLANF;UND;5;6;3
CLAVN;CLAVO NIQUEL;CLAVN;UND;;0,75;
CLAVNF;CLAVO NIQUEL FDA/GDE;CLAVNF;UND;6;7,2;3
CLCB;CLAVO COBRE / BRONCE;CLCB;UND;;0,59;
CLCBF;CLAVO COBRE / BRONCE FDA/GDE;CLCBF;UND;4,5;5,4;3
CLFCR;CLAVO NIQUEL FINO CABEZA REDONDA;CLFCR;UND;0;1,88;
CLNFP;CLAVO NIQUEL FINO /PQ.;CLNFP;UND;;0,95;
CMETR;CINTA METRICA;CMETR;UND;0,15;0,19;6
CNA10;"CRISTAL NATURAL "" A"" # 10";CNA10;UND;2;2,5;6
CNA4;"CRISTAL NATURAL ""A"" # 04";CNA4;UND;1,9;2,39;6
CNA4R;"CRISTAL NATURAL ""A"" 1.5 # 04";CNA4R;UND;3,5;4,38;6
CNA6;"CRISTAL NATURAL ""A"" # 6";CNA6;UND;2,5;3,13;6
CNA8;"CRISTAL NATURAL "" A"" # 8";CNA8;UND;1,4;1,75;6
CNAB10;"CRISTAL NATURAL "" A "" 1.5 BOLA # 10";CNAB10;UND;5,5;6,88;6
CNAB1.56;"CRISTAL NAT. ""A"" 1.5 BOLA # 6";CNAB1.56;UND;4,5;5,63;6
CNAB4;"CRISTAL NAT. ""A"" 1.5 BOLA # 4";CNAB4;UND;3,5;4,38;6
CNAB6;"CRISTAL NATURAL "" A"" BOLA # 06";CNAB6;UND;1,7;2,13;6
CNAB6N;"CRISTAL NAT. ""A"" BOLA # 6 NUEVA";CNAB6N;UND;2,5;3,13;6
CNAB8;"CRISTAL NAT. ""A"" 1.5 BOLA # 8";CNAB8;UND;5;6,25;6
CNAB8P;"CRISTAL NATURAL "" A"" BOLA # 08";CNAB8P;UND;2;2,5;6
CNABP12;"CRISTAL NATURAL ""A"" BOLA 12";CNABP12;UND;2,5;3,13;6
CNARR;CONCHA NATURAL ARROZ;CNARR;UND;;0,5;
CNB3/4;CONCHA NATURAL BOLA 3/4;CNB3/4;UND;0,8;1;6
CNBOL12;CONCHA NATURAL BOLA # 12;CNBOL12;UND;1,95;2,44;6
CNBOL6;CONCHA NATURAL BOLA # 6;CNBOL6;UND;0,8;1;6
CNBOL8;CONCHA NATURAL BOLA # 8;CNBOL8;UND;0,95;1,19;6
CNC4;CRISTAL NATURAL CUADRADO # 04;CNC4;UND;2,5;3,13;6
CNC6;CRISTAL NATURAL CUADRADO # 06;CNC6;UND;2,75;3,44;6
CNC8;CRISTAL NATURAL CUADRADO # 08;CNC8;UND;3;3,75;6
CND10;CRISTAL NATURAL DIAMANTE # 10;CND10;UND;3,6;4,5;6
CND12;CRISTAL NATURAL DIAMANTE # 12;CND12;UND;4,25;5,31;6
CND14;CRISTAL NATURAL DIAMANTE # 14;CND14;UND;4,95;6,19;6
CNEX6;"CRISTAL NATURAL  ""A"" EXAGONAL #6 - #8";CNEX6;UND;5;6,25;6
CNFCF;CLAVO NIQ.FINO/CABEZA FUNDA;CNFCF;UND;9,8;11,76;3
CNFCRF;CLAVO NIQ. FINO CABEZA RED.FUN;CNFCRF;UND;15;18;3
CNFFU;CLAVO NIQ.FINO FUNDA;CNFFU;UND;7,5;9;3
CNO10;CRISTAL OVALO # 10;CNO10;UND;5,5;6,88;6
CNO12;CRISTAL OVALO # 12;CNO12;UND;6;7,5;6
CNO14;CRISTAL OVALO # 14;CNO14;UND;8;10;6
CNO4;CRISTAL OVALO # 4;CNO4;UND;3;3,75;6
CNO6;CRISTAL OVALO # 6;CNO6;UND;4,5;5,63;6
CNO8;CRISTAL OVALO # 8;CNO8;UND;5;6,25;6
CNVM;CRISTAL NATURAL VARIOS MODELOS;CNVM;UND;1;1,25;6
COCC;COLLAR CONCHA COLOR;COCC;UND;1;1,31;6
COCIN;COLLAR CON CINTA;COCIN;UND;;3,13;
COCHNV;CONCHA NATURA V/ MODEL0S;COCHNV;UND;0,75;0,94;6
COCHQ;COLLAR DE CHAQUIRA;COCHQ;UND;0,75;0,94;6
COFX100;CADENA O FINA X100 M;COFX100;UND;35;42;100
COLCO;COLLAR DE COCO;COLCO;UND;;1,05;
COLFG;COLLAR FINO GRANDE;COLFG;UND;;7,5;
COLFP;COLLAR FINO PEQUENO;COLFP;UND;;3;
COLPNG;COLLAR PIEDRA NATURAL GRANDE;COLPNG;UND;3,5;4,2;6
COLPNP;COLLAR PIEDRA NATURAL PEQUENO;COLPNP;UND;2,5;3,29;6
COLLAR;COLLAR SURTIDO ARMADO ( A-B );COLLAR;UND;;4,91;
COLLOF;COLLAR OFERTA;COLLOF;UND;;1,3;
COLLSA;"COLLAR SURTIDO SERIE "" A """;COLLSA;UND;;1,78;
COLLSB;"COLLAR SURTIDO "" SERIE B """;COLLSB;UND;;2,46;
COLLSC;"COLLAR SERIE ""C""";COLLSC;UND;;4,02;
COLLSER;COLLAR SERPIENTE;COLLSER;UND;;1,8;
CONCAS;CONCHA CASCAJO;CONCAS;UND;1,9;2,39;6
CORCAS;CORAL CASCAJO;CORCAS;UND;0,05;0,07;6
CORCO;CORTADOR DE COLLAR;CORCO;UND;0,6;0,76;6
COREL;CORDON ELASTICO FINO 1.8.;COREL;UND;;0,15;
COREM;CORDON ELASTICO MED. 2.0;COREM;UND;;0,2;
CORSP;CORDON DE SEDA /PQ.;CORSP;UND;0,29;0,37;6
CORTH;CORTA HILACHAS;CORTH;UND;0,5;0,63;12
COV1.5.4;CRISTAL OVALO 1.5 # 4;COV1.5.4;UND;4;5;6
CRIENT;CRISTAL ENTORCHADO;CRIENT;UND;;0,53;
CRISFO;CRISTAL FOSFORECENTE;CRISFO;UND;;0,75;
CRISHOJ;CRISTAL HOJA;CRISHOJ;UND;0,75;0,95;6
CRISTL.4;CRISTAL LARGO # 04;CRISTL.4;UND;;0,22;
CRISTL6;CRISTAL LARGO # 06;CRISTL6;UND;;0,45;
CRISTL8;CRISTAL LARGO # 08;CRISTL8;UND;;1,2;
CRISTN10;CRISTAL NATURAL # 10;CRISTN10;UND;1,5;1,58;6
CRISTN4;CRISTAL NATURAL # 04;CRISTN4;UND;0,5;0,63;6
CRISTN6;CRISTAL NATURAL # 06;CRISTN6;UND;0,75;0,93;6
CRISTN8;CRISTAL NATURAL # 08;CRISTN8;UND;0,95;1,2;6
CROX12;CROCHETS X DOC.;CROX12;UND;1,3;1,63;6
CROXUN;CROCHETS x UN.;CROXUN;UND;0,4;0,5;6
CRUZP;CRUZES PLASTICAS;CRUZP;UND;;3;
CRUZPF;CRUZES PLASTICAS FDA/GDE;CRUZPF;UND;25;30;3
CSEBG;COLLAR SERPIENTE CON BRILLO GRANDE;CSEBG;UND;;2,9;
CSEBP;COLLAR SERPIENTE CON BRILLO PEQUEÑO;CSEBP;UND;;2,5;
CSYB1.9;CADENA SYB 1.9;CSYB1.9;UND;1,9;2,28;100
CSYB2.4;CADENA SYB 2.4;CSYB2.4;UND;2;2,4;100
CSYB3.2;CADENA SYB 3.2;CSYB3.2;UND;2,2;2,64;100
CTN6;CRISTAL TORNASOL NATURAL 6;CTN6;UND;1,9;2,39;6
CUADRO;CUADRO;CUADRO;UND;;24,11;
CUARJB10;CUARZO JADE BOLA # 10;CUARJB10;UND;0,75;0,9;6
CUARJB12;CUARZO JADE BOLA # 12;CUARJB12;UND;;0,8;
CUARJB16;CUARZO JADE BOLA # 16;CUARJB16;UND;;0,95;
CUARJB6;CUARZO JADE BOLA # 06;CUARJB6;UND;0,45;0,54;6
CUARJB8;CUARZO JADE BOLA # 08;CUARJB8;UND;0,6;0,72;6
CUARJC;CUARZO JADE CUERNO;CUARJC;UND;;0,95;
CUARJC10;CUARZO JADE CUADRADO # 10;CUARJC10;UND;1,1;1,32;6
CUARJC4;CUARZO JADE CUADRADO # 04;CUARJC4;UND;0,5;0,6;6
CUARJC8;CUARZO JADE CUADRADO # 08;CUARJC8;UND;0,9;1,08;6
CUARJCG;CUARZO JADE CAMPANA GRANDE;CUARJCG;UND;;0,75;
CUARJCP;CUARZO JADE CAMPANA PEQUEÑA;CUARJCP;UND;;0,5;
CUARJE;CUARZO JADE ENTORCHADO;CUARJE;UND;1,5;1,8;6
CUARJP;CUARZO JADE PASTILLA;CUARJP;UND;;0,6;
CUARJR8;CUARZO JADE PLANO REDONDO/8;CUARJR8;UND;;0,6;
CW19;CADENA W19;CW19;UND;0,62;0,8;100
CY1419;CADENA Y 1419;CY1419;UND;0,85;1,07;100
CY1455;CADENA  Y1455;CY1455;UND;0,95;1,19;100
CY1631;CADENA Y 1631;CY1631;UND;1,6;2;100
CY1737;CADENA Y1737;CY1737;UND;0,85;1,02;100
CY1738;CADENA Y1738;CY1738;UND;1,2;1,44;100
CY1739;CADENA Y 1739;CY1739;UND;1,3;1,63;100
CY18-18;CADENA Y-1818;CY18-18;UND;0,75;0,94;100
CY1829;CADENA Y1829;CY1829;UND;0,85;1,08;100
CY1906;CADENA Y-1906;CY1906;UND;0,75;0,94;100
CY1925;CADENA Y1925;CY1925;UND;0,85;1,02;100
CY1926;CADENA Y 1926;CY1926;UND;1,4;1,75;100
CHAARN;CHAQUIRA (amarilla,azul,roja,naranja);CHAARN;UND;2,25;2,82;6
CHAH;CHAQUIRA HIELO;CHAH;UND;1,25;1,5;6
CHAMES;CHAQUIRA METALIZADA ESPECIAL;CHAMES;UND;5,5;6,88;6
CHAQ;CHAQUIRA;CHAQ;UND;1,75;2,19;6
CHAQM;CHAQUIRA METALIZADA;CHAQM;UND;2,25;2,82;6
CHAQP;CHAQUIRA FDTAS. PEQUEÑA;CHAQP;UND;;0,45;
CHAXM;CHAQUIRA X METRO;CHAXM;UND;0,1;0,13;6M
CHBI;CHAQUIRA BICOLOR;CHBI;UND;3,5;4,38;6
CHSURT;CHAQUIRA SURTIDA;CHSURT;UND;;0,47;
DAGO;DIJE AGATA OVALADA;DAGO;UND;0.45;0.56;
DAMX100;DIJE ACERO MEDIANO X 100;DAMX100;UND;10,5;12,6;3
DAMXFU;DIJE ACERO MEDIANO;DAMXFU;UND;10,5;12,6;6
DBB10;DIAMANTE DE BRASIL BOLA # 10;DBB10;UND;0,9;1,13;6
DBB12;DIAMANTE DE BRASIL BOLA # 12;DBB12;UND;1;1,2;6
DBB4;DIAMANTE DE BRASIL BOLA # 04;DBB4;UND;0,35;0,42;6
DBB5X8;DIAMANTE DE BRASIL 5 x 8 / 6 x 8;DBB5X8;UND;0,75;0,94;6
DBB6X9;DIAMANTE DE BRASIL 6 x 9;DBB6X9;UND;0,8;0,96;6
DBB8;DIAMANTE DE BRASIL BOLA # 08;DBB8;UND;0,6;0,75;6
DBBC4;DIAMANTE DE BRASIL CUADRADO # 04;DBBC4;UND;0,35;0,44;6
DBBC6;DIAMANTE DE BRASIL CUADRADO # 06;DBBC6;UND;0,45;0,57;6
DBBC8;DIAMANTE DE BRASIL CUADRADO # 08;DBBC8;UND;0,9;1,13;6
DBBI10;DMT/BRASIL BOLA IMAN # 10;DBBI10;UND;0,9;1,13;6
DBB6;DIAMANTE DE BRASIL BOLA # 06;DBBI6;UND;0,45;0,54;6
DBBI6;DMT/BRASIL BOLA IMAN # 6;DBBI6;UND;0,7;0,88;6
DBBI8;DMT / BRASIL BOLA IMAN # 8;DBBI8;UND;0,8;1;6
DBDPX12;DIAMANTE DE BRASIL C/DIJE PEQ x 12;DBDPX12;UND;1,65;2,07;6
DBE/C;DIAMANTE DE BRASIL ESTRELLA / CORAZON;DBE/C;UND;1,5;1,88;6
DBMAG;DIAMANTE DE BRASIL MAGNETICO;DBMAG;UND;0,8;1;6
DBP6;DIAMANTE DE BRASIL PASTILLA # 06;DBP6;UND;0,5;0,63;6
DBP8;DIAMANTE DE BRASIL PASTILLA # 08;DBP8;UND;0,8;1;6
DBT5X8I;DIAMANTE DE BRASIL TUBO 5X8 IMAN;DBT5X8I;UND;0,7;0,84;6
DCCM;DIJE CRISTAL CORAZON.MARIPOSA;DCCM;UND;0,15;0,19;6
DDB2H;DIJE DIAMANTE DE BRASIL 2 HUECOS;DDB2H;UND;0,02;0,02;6
DDBX100;DIJE DIAMANTE DE BRASIL x 100;DDBX100;UND;0,03;0,03;3
DIDVX;DIJES DIAMANTE VARIOS MODELOS X PAR;DIDVX;UND;0,8;1;6
DIJAG;DIJE ACERO GRANDE;DIJAG;UND;1,5;1,89;6
DIJAM;DIJE ACERO MEDIANO;DIJAM;UND;;1,25;6
DIJAR;DIJES PARA ARETES;DIJAR;UND;0,75;0,95;6
DIJCAG;DIJE CRISTAL ATACHE GRANDE;DIJCAG;UND;1;1,25;6
DIJCAM;DIJE CRISTAL ATACHE MEDIANO;DIJCAM;UND;0,6;0,75;6
DIJCAR;DIJE CONCHA ARGOLLA;DIJCAR;UND;0,15;0,19;6
DIJCB;DIJE CONCHA CON BASE;DIJCB;UND;6,8;8,5;6
DIJCG;DIJE CRISTAL GOTA;DIJCG;UND;0,19;0,24;6
DIJCGG;DIJE CRISTAL GOTA GRANDE;DIJCGG;UND;0,8;1;6
DIJCGM;DIJE CRISTAL GOTA MEDIANA;DIJCGM;UND;0,4;0,5;6
DIJCOP;DIJE CRISTAL OCTAGONAL PEQUEÑO;DIJCOP;UND;0,4;0,5;6
DIJCPP;DIJES DE CONCHA PERLA PEQUEÑO;DIJCPP;UND;0,5;0,63;6
DIJCPPA;DIJE CRISTAL PEQUEÑO PASTILLA;DIJCPPA;UND;0,12;0,15;6
DIJCPR;DIJE CRISTAL PEQUENO REDONDO;DIJCPR;UND;0,1;0,13;6
DIJCRG;DIJE CRISTAL REDONDO GRANDE;DIJCRG;UND;0,5;0,65;6
DIJCRP;DIJE CRISTAL ROMBO PEQUEÑO;DIJCRP;UND;0,4;0,5;6
DIJDVM;DIJE DIAMANTE VARIOS MODELOS;DIJDVM;UND;2,5;3,13;6
DIJEBX1;DIJE CON BASE x 1;DIJEBX1;UND;;0,45;
DIJECEL;DIJE PARA CELULAR X12;DIJECEL;UND;;0,09;
DIJECP;DIJE CONCHA PINTADA;DIJECP;UND;0,22;0,28;6
DIJECR;DIJE CONCHA ROSA;DIJECR;UND;0,35;0,44;6
DIJGH;DIJE GEMA CON HUECOS;DIJGH;UND;0,8;1,01;6
DIJGNG;DIJE GEMA NATURAL GRANDE;DIJGNG;UND;0,75;0,94;6
DIJMET;DIJE METALICO;DIJMET;UND;0,4;0,5;6
DIJMETP;DIJE METALICO PEQUEÑO;DIJMETP;UND;;0,69;
DIJMETPF;DIJE METALICO PEQUEÑO FDA/GDE;DIJMETPF;UND;5,5;6,6;3
DIJOG;DIJE CONCHA HOJA GRANDE;DIJOG;UND;0,75;0,94;6
DIJOGO;DIJE OJO DE GATO OVALO;DIJOGO;UND;;0,56;
DIJOGP;DIJE OJO DE GATO PEQUEÑO;DIJOGP;UND;;0,21;
DIJPN;DIJE PIEDRA NATURAL;DIJPN;UND;5;6,25;6
DIJQFP;DIJE CUARZO FLOR/PQ.;DIJQFP;UND;1,2;1,51;6
DIJVFO;DIJE VITROFUSION OVALO;DIJVFO;UND;0,75;0,94;6
DIJVFP;DIJE VITROFUSION PEQUEÑO;DIJVFP;UND;0,9;1,13;6
DIJVFV;DIJE VITRO FUSION VARIOS MODELOS;DIJVFV;UND;1,9;2,38;6
DJCLX100;DIJE PARA CELULAR;DJCLX100;UND;3,5;4,68;6
DLLCOF;DIJE LLAVERO PARA CELULAR OFERTA;DLLCOF;UND;;0,18;
DMETGF;DIJE METALICO GRANDE FDA/GDE;DMETGF;UND;;10;
DMETMF;DIJE METALICO MEDIANO FDA/GDE;DMETMF;UND;6;7,2;3
DMETOF;DIJE METALICO  OFERTA  6 pares;DMETOF;UND;;0,89;
DOGOPT;DIJE OJO DE GATO OVALO PEQ. TI;DOGOPT;UND;4,5;5,4;6
DOGOT;DIJE OJO DE GATO OVALO TIRA;DOGOT;UND;7;8,4;6
E244-313;ENCAJE REF. # 244 - # 313;E244-313;UND;0,15;0,19;6
EAPEQ;EXSIBIDORES DE ARETE PEQ.;EAPEQ;UND;3;3,75;6
EEROLLO;ENCAJE ELASTICO ROLLO;EEROLLO;UND;9,5;11,4;3
EFROLLO;ENCAJE FINO ROLLO;EFROLLO;UND;7,5;9;3
EHPL;ENCAJE HILO PLATEADO CON LENTEJUELA;EHPL;UND;1;1,25;6
ELAST;ELASTICO;ELAST;UND;0,5;0,63;6
ELASTL;ELASTICO LARGO;ELASTL;UND;2;2,5;6
ENCAJC;ENCAJE CUADRADO;ENCAJC;UND;0,36;0,48;6
ENCAJET;ENCAJE ENTRENSADO;ENCAJET;UND;0,25;0,41;6
ENCAJFI;ENCAJE FINO;ENCAJFI;UND;0;0,45;
ENCAJS;ENCAJE TIRA CUERO SENCILLO;ENCAJS;UND;0,3;0,5;6
ENCEL;ENCAJE  ELASTICO;ENCEL;UND;0;0,55;6
ENCGP;ENCAJE GIPIUR PEQ. (DS-401660E1.3/F);ENCGP;UND;0,36;0,45;6
ENCJ11B;ENCAJE 11BORDES;ENCJ11B;UND;0,78;1,05;6
ENCJ1B;ENCAJE 1 BORDES;ENCJ1B;UND;0,25;0,41;6
ENCJ5B;ENCAJE 5 BORDES;ENCJ5B;UND;0,43;0,59;6
ENCJC;ENCAJE TEJIDO DE CUERO;ENCJC;UND;0,4;0,55;6
ENCJCR;ENCAJE COLA DE RATA;ENCJCR;UND;0,25;0,4;6
ENCJM;ENCAJE MEDALLA;ENCJM;UND;0,7;0,9;6
ENCJN;ENCAJE NUDO;ENCJN;UND;0,25;0,4;6
ENCJP;ENCAJE CON PERLA;ENCJP;UND;0,36;0,59;6
ENCJTX1;ENCAJE TIRA x 1;ENCJTX1;UND;0,1;0,13;6
ENCTG;ENCAJE TIRA GAMUZA;ENCTG;UND;0,3;0,4;6
EREF336;ENCAJE REF. # 336;EREF336;UND;0,2;0,25;6
EREF445;ENCAJE REF. # 445;EREF445;UND;0,25;0,32;6
EREF703;ENCAJE REF. # 703;EREF703;UND;0,35;0,44;6
EREF722;ENCAJE  REF. # 722;EREF722;UND;0,12;0,15;6
EREF730;ENCAJE  REF. # 730;EREF730;UND;0,3;0,38;6
ESC11;ESTUCHE DE CUERO 11x12;ESC11;UND;3;3,75;6
ESC22;ESTUCHE DE CUERO 22 x 5.5;ESC22;UND;3;3,75;6
ESC9X;ESTUCHE DE CUERO 8x9;ESC9X;UND;2,75;3,44;6
ESC9X5;ESTUCHE DE CUERO 9 x 5;ESC9X5;UND;2,8;3,36;6
ESCEP;ESTUCHE CUADRADO EXTRA PEQUEÑO;ESCEP;UND;0,25;0,31;6
ESCGR;ESTUCHE CUADRADO GRANDE;ESCGR;UND;;0,76;
ESCMD;ESTUCHE CUADRADO MED.;ESCMD;UND;0,62;0,78;6
ESCPE;ESTUCHE CUADRADO PEQUEÑO;ESCPE;UND;0,4;0,5;6
ESG12;ESTUCHE GAMUZA 12 x 17.5;ESG12;UND;4,2;5,29;6
ESG22;ESTUCHE GAMUZA 22x5;ESG22;UND;2,4;3,02;6
ESG9;ESTUCHE GAMUZA 9x11;ESG9;UND;2,4;3;6
ESTC;ESTUCHE CORAZON;ESTC;UND;0,4;0,5;6
ESTC9X9;ESTUCHE CUADRADO 9 x 9;ESTC9X9;UND;0,55;0,69;6
ESTCB;ESTUCHE BRILLOSO;ESTCB;UND;6,5;7,8;6
ESTCP;ESTUCHE CUERO PEQ.;ESTCP;UND;1,45;1,74;6
ESTGA;ESTUCHE DE GAMUZA;ESTGA;UND;2,4;3;6
ESTOR;ESTUCHE TORNASOL;ESTOR;UND;0,55;0,69;6
ESTPLAN;ESTUCHE PLASTICO DE ANILLO;ESTPLAN;UND;0,25;0,3;6
ESTPLG;ESTUCHES PLASTICO GRANDE;ESTPLG;UND;0,75;0,75;6
ESTR8X11;ESTUCHE RECTANGULAR 8 x 11;ESTR8X11;UND;0,6;0,75;6
EXAGR;EXSIBIDORES DE ARETE GRANDE;EXAGR;UND;6,8;8,16;6
EXHIB;EXHIBIDORES;EXHIB;UND;5;6;6
FATG;FICHA PARA ARETE TAGUA /GD.;FATG;UND;0,12;0,15;6
FATM;FICHA PARA ARETE TAGUA /MD.;FATM;UND;0,1;0,13;6
FATP;FICHA PARA ARETE TAGUA /PQ.;FATP;UND;0,11;0,14;6
FICHP;FICHA PULSERA;FICHP;UND;0,12;0,15;6
FORMSU;FORMITURAS SURTIDAS ·# 2;FORMSU;UND;;0,54;
FUNX16;FUNDA CON CIERRE 11 x 16 GDE;FUNX16;UND;1,85;2,29;6
FUNX7;FUNDA CON CIERRE 7x 10 PEQ.;FUNX7;UND;0,95;1,19;6
FUNX9;FUNDA CON CIERRE 9 x 13 MED.;FUNX9;UND;1,45;1,81;6
GALLAVP;GANCHO LLAVERO PEQUEÑO;GALLAVP;UND;;0,09;
GALLAVPF;GANCHO LLAVERO PEQUEÑO FDA/GDE;GALLAVPF;UND;4,3;5,16;3
GANCA;GANCHOS DE ARETES;GANCA;UND;;0,09;
GANLLG;GANCHO LLAVERO GRANDE;GANLLG;UND;;0,13;
GANLLGF;GANCHO LLAVERO GRANDE F/GDE.;GANLLGF;UND;7;8,4;3
GANX500;GANCHO DE ARETE NUEVO X500;GANX500;UND;20;24;3
GANXN;GANCHO DE ARETE NUEVO PQ.;GANXN;UND;;0,12;
GANXP;GANCHO DE ARETE FINO NUEVO;GANXP;UND;;0,16;
GAPX500;GANCHO ARETE NUE. PEQ. X500;GAPX500;UND;15;18;3
GARGCH;GARGANTILLA DE CHAQUIRA;GARGCH;UND;0,79;0,99;6
GAX500;GANCHO DE ARETE X500;GAX500;;10;12.5;3
GLLAVM;GANCHO LLAVERO MEDIANO;GLLAVM;UND;;0,11;
GLLAVMF;GANCHO LLAVERO MEDIANO F/GDE.;GLLAVMF;UND;6,5;7,8;3
GRANB10;GRANATE BOLA # 10;GRANB10;UND;10;12,5;6
GRANB12;GRANATE BOLA # 12;GRANB12;UND;12,5;15,63;6
GRANB3;GRANATE BOLA # 03 - 04;GRANB3;UND;5,5;6,88;6
GRANB6;GRANATE BOLA # 06;GRANB6;UND;8;10;6
GRANB8;GRANATE BOLA # 08;GRANB8;UND;9,5;11,88;6
GRANC;GRANATE CASCAJO;GRANC;UND;2,9;3,63;6
GRANF11;GRANATE FACETEADO BOLA # 11 - 12;GRANF11;UND;16,5;20,62;6
GRANF8;GRANATE FACETEADO BOLA # 08;GRANF8;UND;14;17,5;6
GRANF9;GRANATE FACETEADO BOLA # 09 - 10;GRANF9;UND;15;18,75;6
GRANP;GRANATE PASTILLA;GRANP;UND;5,2;6,5;6
GRANT;GRANATE TUBO;GRANT;UND;5,5;6,88;6
GRANV;GRANATE VARIOS MODELOS;GRANV;UND;5,5;6,88;6
HALG;HILO ALGODON GRUESO;HALG;UND;1,5;1,8;6
HALGF;HILO ALGODON FINO;HALGF;UND;1,2;1,44;6
HCAUCHK;HILO CAUCHO / KG;HCAUCHK;UND;5;6,25;3
HELAST;HILO ELASTICO COLOR;HELAST;UND;0,5;0,63;6
HELASTO;HILO ELASTICO COLOR OFERTA;HELASTO;UND;;0,4;
HELOFX2;HILO ELASTICO OFERTA # 2 x 4;HELOFX2;UND;;0,89;
HENXR1;HILO ENSERADO x ROLLO 1.0;HENXR1;UND;4,8;6;6
HENXR1.5;HILO ENSERADO x ROLLO 1.5;HENXR1.5;UND;6;7,5;6
HENXR2.0;HILO ENSERADO x ROLLO 2.0;HENXR2.0;UND;4,8;6;6
HILBX12;HILO DE BORDAR x 12 un.;HILBX12;UND;1,3;1,63;6
HILBXRO;HILO PARA BORDAR   x ROLLO;HILBXRO;UND;;0,75;
HILCM;HILO CUERO METALIZADO;HILCM;UND;0,14;0,18;100
HILCTB;HILO CUERO TRENSADO CON BRILLO;HILCTB;UND;0,23;0,29;100
HILCTD;HILO CUERO TRENSADO DOBLE;HILCTD;UND;0,33;0,41;100
HILCTP;HILO CUERO TRENSADO PLANO;HILCTP;UND;0,27;0,34;100
HILCTR;HILO CUERO TRENSADO;HILCTR;UND;0,18;0,23;100
HILDCEL;HILO DIJE PARA CELULAR;HILDCEL;UND;1,5;1,88;6
HILNKG;HILO NYLON / KG;HILNKG;UND;10;10,5;3
HILNY;HILO NYLON;HILNY;UND;0,5;0,63;6
HILOC;HILO CUERO;HILOC;UND;0,19;0,23;6
HILOP;HILO PERLA;HILOP;UND;1,95;2,44;6
HILP;HILO PARA COSERX12CAJA;HILP;UND;1,2;1,44;6
HILPC;HILO PARA COSER;HILPC;UND;;0,2;
HILPDOR;HILO PLATEADO/DORADO;HILPDOR;UND;0,95;1,2;6
HILPDPX;HILO PLATEADO DORADO x ROLLO PEQ.;HILPDPX;UND;1,2;1,5;6
HILP/DX8;HILO PLATEADO /DORADO x 8 un.;HILP/DX8;UND;1,2;1,5;6
HILTJXK;HILO PARA TEJER x KG;HILTJXK;UND;7,5;9,38;3
HO08-10;HOJALILLOS # 8-10;HO08-10;UND;;0,31;
HO12-14;HOJALILLOS # 12-14;HO12-14;UND;;0,38;
HO12FUN;HOJALILLOS #12-14 XF;HO12FUN;UND;10;12;3
HO16-18;HOJALILLOS # 16-18;HO16-18;UND;;0,48;
HO16FUN;HOJALILLOS # 16-18 XF;HO16FUN;UND;15;18;3
HO8X100;HOJALILLOS # 8-10 XF;HO8X100;UND;5;6;3
HOJPB;HOJALILLOS PARA BOTON;HOJPB;UND;18;22,5;3
IMPERLA;IMPERDIBLE / LANA;IMPERLA;UND;2;2,5;6
LENTEJ;LENTEJUELA FDA/PEQ;LENTEJ;UND;;0,69;
LENTEJO;LENTEJUELA FDA/PEQ. OFERTA;LENTEJO;UND;;0,45;
LENTJF;LENTEJUELA FDA/GDE;LENTJF;UND;5,5;6,6;3
LENTJRO;LENTEJUELA / ROLLO;LENTJRO;UND;4;4,8;6
LENTXM;LENTEJUELA x METRO;LENTXM;UND;;0,09;
LETDOM;"LETRA DIAMANTE "" O"" MEDIANA";LETDOM;UND;0,45;0,54;6
LETDOP;"LETRA DIAMANTE ""O"" PEQUEÑA.";LETDOP;UND;0,4;0,5;6
LOPA;"LETRA ""O"" PARA PEGAR ATACHE";LOPA;UND;0,15;0,19;6
LPC;LAZO PARA CINTURON;LPC;UND;0,38;0,48;6
LTJOFF;LENTEJUELA FDA/GDE OFERTA;LTJOFF;UND;;3,14;
LLAVMO;LLAVERO METALICO OFERTA;LLAVMO;UND;0,45;0,45;6
LLAVSEL;LLAVERO SELECCION;LLAVSEL;UND;;0,22;
MALLGR;MUÑECO ANGELES LLAVERO GRANDE;MALLGR;UND;0,75;0,9;6
MALLMF;MALLA METALICA FDA/GDE;MALLMF;UND;7,5;9;3
MALLMP;MALLA METALICA FDA/PEQ;MALLMP;UND;;0,94;
MAQ201;MAQUINA PARA COSER # 201;MAQ201;UND;;11,5;
MAQ208;MAQUINA PARA COSER # 208;MAQ208;UND;;16;
MAQ988;MAQUINA PARA COSER * 988;MAQ988;UND;;10;
MAQMA;MAQUINA PARA COSER MANUAL;MAQMA;UND;;7,5;
MAQPM;MAQUINA PARA MOÑOS;MAQPM;UND;28;33,6;3
MARAFI;MARIPOSA DE ARETE FINA;MARAFI;UND;4;5;6
MARPAB;MARIPOSA DE ARETE BRONCE;MARPAB;UND;;0,94;
