Q001  ; 1010527040001       ; CASCAJO CRISTAL COLOR
Q001  ; 1010527070001       ; PERLA 3/7
Q001  ; 1010529000001       ; PERLA JAPONESA 0.4
Q001  ; 1010529010001       ; PERLA JAPONESA 0.6
Q001  ; 1010529020001       ; PERLA JAPONESA 0.8
Q001  ; 1010530000001       ; PEPA COLOR #  03
Q001  ; 1010530000002       ; PEPA COLOR #  03 FDA/GDE OFERTA
Q001  ; 1010530010001       ; PEPA AMBAR
Q001  ; 1010530010002       ; PEPA AMBAR FDA/GDE
Q001  ; 1010530020001       ; PEPA NIQUEL / PLATA
Q001  ; 1010530020002       ; PEPA NIQUEL / PLATA FDA/GDE
Q001  ; 1010530030001       ; PEPA CRISTAL COLOR
Q001  ; 1010530030002       ; PEPA CRISTAL COLOR FDA/GDE
Q001  ; 1010530040001       ; CADENA Y1829
Q001  ; 1010530040002       ; PEPA CRISTAL OFERTA
Q001  ; 1010530070001       ; PEPA COLOR #  01
Q001  ; 1010530070002       ; PEPA COLOR #  01 FDA/GDE
Q001  ; 1010530080001       ; xxxxxxxxxxxxxxxx
Q001  ; 1010530080002       ; xxxxxxxxxxxxxxxxxxxxxx
Q001  ; 1010530090001       ; xxxxxxxxxx
Q001  ; 1010530090002       ; xxxxxxxxxxxxx
Q001  ; 1010530100001       ; xxxxxxxxxx
Q001  ; 1010530100002       ; xxxxxxxxxxxxxxxxx
Q001  ; 1010530110001       ; xxxxxxxxxxxxxxx
Q001  ; 1010530110002       ; xxxxxxxxxxxxx
Q001  ; 1010530120001       ; CADENA  K16
Q001  ; 1010530120002       ; UNION DE CADENA BOLA FINA 3.20
Q001  ; 1010530130001       ; xxxxxxxxxxxxx
Q001  ; 1010530130002       ; PEPA PLASTICA DIJE OFERTA
Q001  ; 1010530140001       ; PEPA AMBAR BICOLOR
Q001  ; 1010530140002       ; PEPA AMBAR BICOLOR FDA/GDE
Q001  ; 1010530150001       ; PEPA PLATEADA / DORADA
Q001  ; 1010530150002       ; PEPA PLATEADA / DORADA FDA/GDE
Q001  ; 1010530160002       ; PEPA CRISTAL TORNASOL FDA/GDE
Q001  ; 1010530170002       ; PEPA CRISTAL BICOLOR FDA/GDE
Q001  ; 1010530180002       ; PEPA PLASTICA DIJE FDA/GDE
Q001  ; 1010530210001       ; PEPA PLASTICA GRAFITI
Q001  ; 1010530220002       ; PEPA PLASTICA GRAFITI  F.GDE.
Q001  ; 1010530520001       ; XXXXXXXXXX
Q001  ; 1010530520002       ; APLIQUE # 8
Q001  ; 1010531000001       ; PLACA NYLON
Q001  ; 1010531010001       ; ATACHES 
Q001  ; 1010531010002       ; ATACHES FDA/GDE
Q001  ; 1010531020001       ; LENTEJUELA / ROLLO
Q001  ; 1010531030001       ; LENTEJUELA FDA/PEQ
Q001  ; 1010531030002       ; LENTEJUELA FDA/GDE
Q001  ; 1010532000001       ; PEPA METALIZADA FDA/PQ.
Q001  ; 1010532000002       ; PEPA METALIZADA FDA/GDE
Q001  ; 1011201300001       ; APLIQUE BOTON DE TELA PEQUEÑA
Q001  ; 1011500170001       ; FUNDAS CON CIERRE x 1000
Q001  ; 1011520040001       ; xxxxxxxxxxx
Q001  ; 1011520050001       ; xxxxxxxxxxxx
Q001  ; 1011520130001       ; CRISTAL LARGO # 04
Q001  ; 1011520140001       ; CRISTAL LARGO # 06
Q001  ; 1011520150001       ; CRISTAL LARGO # 08
Q001  ; 1011520250001       ; CRISTAL NATURAL BOLA # 04
Q001  ; 1011520300001       ; CUARZO JADE CUADRADO # 04
Q001  ; 1011520310001       ; CUARZO JADE CUADRADO # 06
Q001  ; 1011520320001       ; CUARZO JADE CUADRADO # 08
Q001  ; 1011520330001       ; CUARZO JADE CUADRADO # 10
Q001  ; 1011520350001       ; CUARZO JADE TUBO
Q001  ; 1011520500001       ; CRISTAL NATURAL # 04
Q001  ; 1011520510001       ; CRISTAL NATURAL # 06
Q001  ; 1011520520001       ; CRISTAL NATURAL # 08
Q001  ; 1011520530001       ; CRISTAL NATURAL # 10
Q001  ; 1011520700001       ; CUARZO JADE CAMPANA GRANDE
Q001  ; 1011520710001       ; CUARZO JADE CAMPANA PEQUEÑA
Q001  ; 1011520900001       ; CRISTAL HOJA
Q001  ; 1011520910001       ; CRISTAL FOSFORECENTE
Q001  ; 1011528000001       ; CHAQUIRA
Q001  ; 1011528010001       ; CHAQUIRA BICOLOR FDA/ GDE
Q001  ; 1011528020001       ; CANUTILLO TORCIDO
Q001  ; 1011528030001       ; CHAQUIRA METALIZADA
Q001  ; 1011528040001       ; CHAQUIRA HIELO
Q001  ; 1011528100001       ; CHAQUIRA SURTIDA
Q001  ; 1011530540001       ; PULSERA PEPA CRISTAL
Q001  ; 1011530550001       ; MUÑECO TORNEADO PARA CELULAR
Q001  ; 1011530560001       ; xxxxxxxxxxxx
Q001  ; 1011530570001       ; TAJADITAS
Q001  ; 1011600090001       ; xxxxxxxxxxxx
Q001  ; 1011600100001       ; xxxxxxxxxxxx
Q001  ; 1011600110001       ; DIJE PARA CELULAR X 500 FDA/GDE.
Q001  ; 1011600120001       ; TAPA DIJE PARA CELULAR X1000 FDA/GDE
Q001  ; 1011600130001       ; CADENA  K15
Q001  ; 1011600140001       ; CADENA  K17
Q001  ; 1011600150001       ; CADENA  W19
Q001  ; 1011600160001       ; CADENA  W23
Q001  ; 1011600170001       ; PEPA PLASTICA COBRE/BRONCE FDA/GDE.
Q001  ; 1011600180001       ; SOBRES PARA PULSERA
Q001  ; 1011600190001       ; SEPARADOR 10 HUECOS COBRE/B
Q001  ; 1011600190002       ; SEPARADOR 10 HUECOS COBRE/B. FDA/GDE.
Q001  ; 1011600200001       ; HILO DIJE PARA CELULAR
Q001  ; 1011600210001       ; PEPA PLASTICA COBRE/BRONCE
Q001  ; 1011600220001       ; PERLA JAPONESA # 14
Q001  ; 1011600230001       ; DIJE PARA CELULAR
Q001  ; 1011600240001       ; TAPA DIJE PARA CELULAR FDA/PQ.
Q001  ; 1011600250001       ; ARGOLLA LLAVERO 0.25 x 50
Q001  ; 1011600250002       ; ARGOLLA LLAVERO 0.25 x 1000 FDA/GDE
Q001  ; 1011600260001       ; ARGOLLA LLAVERO 0.30 x 50
Q001  ; 1011600260002       ; ARGOLLA LLAVERO 0.30 x 1000 FDA/GDE
Q001  ; 1011600270001       ; PIEDRA VITROFUSION
Q001  ; 1011600280001       ; CHAQUIRA (amarilla,azul,rojo,naranja)
Q001  ; 1011600290001       ; SEPARADOR FLOR DE LATA
Q001  ; 1011600290002       ; SEPARADOR FLOR DE LATA /FDA/GD.
Q001  ; 1011600300001       ; TERMINAL DE CADENA FINA
Q001  ; 1011600310001       ; PIEDRA OJO DE GATO DIJE RECTANGULAR
Q001  ; 1011600320001       ; BOLA CRISTAL CON MAYA
Q001  ; 1011600320002       ; BOLA CRISTAL CON MAYA FDA/GD
Q001  ; 1011600330001       ; ASAS PLANAS
Q001  ; 1011600330002       ; ASAS PLANAS FDA/GD.
Q001  ; 1011600340001       ; PIEDRA CONCHA GRANDE TORNASOL
Q001  ; 1011600360001       ; PERLA JAPONESA DIAMANTE # 8
Q001  ; 1011600370001       ; PERLA JAPONESA DIAMANTE # 10
Q001  ; 1011600380001       ; PERLA JAPONESA DIAMANTE # 12
Q001  ; 1011600390001       ; XXXXXXXXXXXX
Q001  ; 1011600400001       ; XXXXXXXX
Q001  ; 1011600410001       ; CINTA  F1
Q001  ; 1011600420001       ; CINTA  E1
Q001  ; 1011600430001       ; CINTA H1 x 50 YD
Q001  ; 1011600440001       ; XXXXXXXX
Q001  ; 1011600450001       ; XXXXXXX
Q001  ; 1011600460001       ; DIJE LLAVERO PARA CELULAR
Q001  ; 1011600470001       ; PULSERAS BORDADAS
Q001  ; 1011600480001       ; LLAVERO SELECCION
Q001  ; 1011600490001       ; ANILLO AGATA
Q001  ; 1011600500001       ; PINZA ALICATE
Q001  ; 1011600510001       ; TIJERA CORTA ALAMBRE
Q001  ; 1011600520001       ; BROCHE 2 VUELTAS
Q001  ; 1011600530001       ; BROCHE NIQUEL /PLATA
Q001  ; 1011600540001       ; BROCHE FINO
Q001  ; 1011600550001       ; APLIQUE BOTON DE TELA MEDIANO
Q001  ; 1011600560001       ; GRANATE FACETEADO BOLA # 11 - # 12
Q001  ; 1011600570001       ; APLIQUE FLORES PAQUETE
Q001  ; 1011600580001       ; PIEDRA NATURAL BENTURINA BOLA# 12
Q001  ; 1011600590001       ; PIEDRA NATURAL BENTURINA BOLA#10
Q001  ; 1011600600001       ; PIEDRA NATURAL BENTURINA BOLA #8
Q001  ; 1011600610001       ; PIEDRA NATURAL BENTURINA 2 HUECOS PQ.
Q001  ; 1011600620001       ; PIEDRA NATURAL BENTURINA 2 HUECOS GD.
Q001  ; 1011600630001       ; GRANATE FACETEADO BOLA # 09 - # 10
Q001  ; 1011600640001       ; XXXXXXXXXXX
Q001  ; 1011600650001       ; ALAMBRE PULSERA RESORTE
Q001  ; 1011600650002       ; ALAMBRE PULSERA RESORTE /KG
Q001  ; 1011600660001       ; CRISTAL NATURAL "A" # 6
Q001  ; 1011600670001       ; CRISTAL NATURAL "A" # 8
Q001  ; 1011600680001       ; CRISTAL NATURAL "A" #10
Q001  ; 1011600690001       ; CADENA PLANA FINA
Q001  ; 1011600700001       ; CONCHA NATURAL ARROZ
Q001  ; 1011600710001       ; PIEDRA CONCHA NATURAL
Q001  ; 1011600720001       ; CADENA  K18
Q001  ; 1011600740001       ; LENTEJA PEQUEÑA
Q001  ; 1011600750001       ; LENTEJA MEDIANA
Q001  ; 1011600760001       ; LENTEJA GRANDE
Q001  ; 1011600770001       ; PERLAS DE 9 mm
Q001  ; 1011600780001       ; PERLAS DE 7 mm
Q001  ; 1011600790001       ; PERLAS ACHATADAS
Q001  ; 1011600800001       ; FICHA PULSERA
Q001  ; 1011600810001       ; PIEDRA NATURAL TAMBOR 11x 14 CON BRILLO
Q001  ; 1011600820001       ; HILO  CUERO METALIZADO x ROLLO
Q001  ; 1011600830001       ; ARETES PLASTICOS
Q001  ; 1011600840001       ; xxxxxxxxxxxx
Q001  ; 1011600850001       ; CRISTAL NAT "A"  1.5 BOLA # 4
Q001  ; 1011600860001       ; RANDELAS - BOLA  # 10
Q001  ; 1011600870001       ; PEPAS GRANDES
Q001  ; 1011600880001       ; APLIQUE ROSA - LAZO
Q001  ; 1011600890001       ; APLIQUE # 1
Q001  ; 1011600900001       ; PERLA NAT. HUEVO/PQ.
Q001  ; 1011600910001       ; PERLA NAT. HUEVO3/7 PQ.
Q001  ; 1011600920001       ; PEPA BICOLOR  TORNASOL ROMBO # 3 FDA/GDE
Q001  ; 1011600930001       ; PERLA NAT. HUEVO3/7 GD.
Q001  ; 1011600940001       ; BOLA METALICA FINA VARIOS MODELOS
Q001  ; 1011600950001       ; PULSERAS CON ARETES ( POLICENTRO )
Q001  ; 1011600960001       ; BROCHE SALVAVIDA
Q001  ; 1011600970001       ; BROCHE CAMPANA
Q001  ; 1011600980001       ; xxxxxxxxxxxx
Q001  ; 1011600990001       ; CRISTAL NAT."A" 1.5 # 4
Q001  ; 1011601010001       ; PIEDRA BOLA # 6
Q001  ; 1011601020001       ; PIEDRA BOLA # 4
Q001  ; 1011601030001       ; CRISTAL NAT. "A" 1.5 BOLA # 6
Q001  ; 1011601040001       ; FICHAS CON CORTEZA
Q001  ; 1011601050001       ; RECORTE TAGUA
Q001  ; 1011601060001       ; PIEDRA NATURAL CILINDRO  11 x 14 CON BRILLO
Q001  ; 1011601070001       ; PEPA JIANG TAI HUECO GRANDE
Q001  ; 1011601080001       ; PIEDRA OJO DE GATO BOLA #  6
Q001  ; 1011601090001       ; PIEDRA OJO DE GATO BOLA #  8
Q001  ; 1011601100001       ; PIEDRA OJO DE GATO BOLA # 14
Q001  ; 1011601110001       ; PIEDRA OJO DE GATO DIJE RECTANG./PQ
Q001  ; 1011601120001       ; ENCAJE PEPA MADERA CHAQUIRA
Q001  ; 1011601130001       ; ENCAJE ATACHE
Q001  ; 1011601140001       ; ENCAJE LANA BORDADO
Q001  ; 1011601150001       ; ENCAJE LENTEJUELA
Q001  ; 1011601160001       ; ENCAJE MEDALLA
Q001  ; 1011601170001       ; PULSERA PERLA
Q001  ; 1011601180001       ; CRISTAL NAT. "A"  1.5 BOLA # 8
Q001  ; 1011601190001       ; SILICON LIQUIDO x 100ml
Q001  ; 1011601200001       ; RANDELAS - BOLA # 8
Q001  ; 1011601210001       ; RANDELA -ROMBO - BOLA  # 4
Q001  ; 1011601220001       ; RANDELAS - BOLA  - ROMBO # 6
Q001  ; 1011601230001       ; PULSERA PERLA FINA
Q001  ; 1011601240001       ; CORDON DE SEDA ROLLO
Q001  ; 1011601250001       ; CORDON COLA DE RATA
Q001  ; 1011601250002       ; CORDON COLA DE RATA KG
Q001  ; 1011601260001       ; CORDON DE SEDA /PQ.
Q001  ; 1011601270001       ; PERLA JAPONESA 16
Q001  ; 1011601280001       ; ESTUCHE BRILLOSO
Q001  ; 1011601290001       ; PIEDRA MATISTA BOLA # 06
Q001  ; 1011601300001       ; PIEDRA MATISTA BOLA # 08
Q001  ; 1011601310001       ; PIEDRA MATISTA BOLA # 10
Q001  ; 1011601320001       ; PIEDRA MATISTA BOLA # 12
Q001  ; 1011601330001       ; CORAL CASCAJO
Q001  ; 1011601340001       ; PERLA NATURAL COLOR
Q001  ; 1011601350001       ; PEPA PLASTICA GRANITO
Q001  ; 1011601350002       ; PEPA PLASTICA GRANITO FDA/GD
Q001  ; 1011601350002- G    ; ARETES CON ANILLO ( POLICENTRO )
Q001  ; 1011601360001       ; PEPA COLOR # 03 ESPECIAL
Q001  ; 1011601360002       ; PEPA COLOR # 03 ESPECIAL FDA/GD.
Q001  ; 1011601370001       ; CADENA  K75
Q001  ; 1011601380001       ; CADENA  K19
Q001  ; 1011601390001       ; CADENA  K14
Q001  ; 10116014000001      ; ENCAJE AS101143- AS10141
Q001  ; 1011601420001       ; GUIPIUR DS 40090 - DS 40166E1.3
Q001  ; 1011601430001       ; GUIPIUR DS40166E
Q001  ; 1011601440001       ; ENCAJE AS10009
Q001  ; 1011601450001       ; ENCAJE 10081
Q001  ; 1011601470001       ; CRISTAL NATURAL DIAMANTE # 14
Q001  ; 1011601480001       ; CAJAS DE REGALO VARIOS MODELOS
Q001  ; 1011601490001       ; PIEDRA OJO DE GATO DIAMANTE # 06
Q001  ; 1011601500001       ; PIEDRA OJO DE GATO DIAMANTE # 08
Q001  ; 1011601510001       ; PIEDRA OJO DE GATO DIAMANTE # 10
Q001  ; 1011601520001       ; PIEDRA OJO DE GATO DIAMANTE # 12
Q001  ; 1011601530001       ; PIEDRA OJO DE GATO DIAMANTE # 14
Q001  ; 1011601540001       ; PIEDRA OJO DE GATO DIAMANTE # 04
Q001  ; 1011601550001       ; CRISTAL NATURAL DIAMANTE # 04
Q001  ; 1011601560001       ; PIEDRA NATURAL BENTURINA TAMBOR 11x14
Q001  ; 1011601580001       ; CLAVO NIQUEL FINO
Q001  ; 1011601590001       ; BROCHE MAZI 1.0
Q001  ; 1011601590002       ; BROCHE MAZI 1.0 FDA/GDE
Q001  ; 1011601600001       ; CRISTAL NATURAL BOLA # 06
Q001  ; 1011601610001       ; BROCHE MAZI 1.4
Q001  ; 1011601610002       ; BROCHE MAZI 1.4 FDA/GDE
Q001  ; 1011601620001       ; DIJE CUARZO FLOR/PQ.
Q001  ; 1011601630001       ; PERLA # 11
Q001  ; 1011601640001       ; CRISTAL NATURAL CUADRADO # 04
Q001  ; 1011601660001       ; PALILLO PARA TEJER PLASTICO
Q001  ; 1011601700001       ; BROCHE IMAN CON ARGOLLA PQ
Q001  ; 1011601710001       ; CRISTAL NATURAL CUADRADO # 06
Q001  ; 1011601720001       ; CRISTAL NATURAL CUADRADO # 08
Q001  ; 1011601730001       ; XXXXXXXXXXXX
Q001  ; 101160174001        ; BROCHE MAGNETICO PEQUEÑO
Q001  ; 101160175001        ; BROCHE MAGNETICO GRANDE
Q001  ; 1011601760001       ; CADENA  K13
Q001  ; 101160176001        ; PERLA JAPONESA MATE # 16
Q001  ; 101160177001        ; PERLA JAPONESA MATE # 14
Q001  ; 101160178001        ; PERLA JAPONESA MATE # 12
Q001  ; 101160179001        ; PERLA JAPONESA MATE # 10
Q001  ; 101160180001        ; PERLA JAPONESA MATE #  8
Q001  ; 101160181001        ; PERLA JAPONESA MATE #  6
Q001  ; 1011601820001       ; PERLA PLASTICA FUNDA
Q001  ; 1011601850001       ; PEPA OVALADA TAGUA
Q001  ; 1011601870001       ; BALANZA DIGITAL 0.1 - 600 g
Q001  ; 1011601880001       ; CRISTAL TORNASOL NATURAL # 4
Q001  ; 1011601890001       ; CRISTAL TORNASOL NATURAL # 6
Q001  ; 1011601900001       ; CRISTAL TORNASOL NATURAL  # 8
Q001  ; 1011601910001       ; BALANZA DIGITAL 0.5 - 1000 g
Q001  ; 1011601920001       ; PERLA ARROZ FINA # 14
Q001  ; 1011601930001       ; PERLA VELA NATURAL
Q001  ; 1011601940001       ; PERLA ARROZ FINA 0.4
Q001  ; 1011601950001       ; PERLA HUEVO FINA 0.4
Q001  ; 1011601960001       ; DIJE GEMA CON HUECOS
Q001  ; 1011601970001       ; ESTUCHE DE CUERO 9 x 5
Q001  ; 1011601980001       ; ESTUCHE PLASTICO DE ANILLO
Q001  ; 1011601990001       ; COLLAR FINO GRANDE
Q001  ; 1011602010001       ; LENTEJUELA FDA/GDE OFERTA
Q001  ; 1011602020001       ; ESTUCHE CUADRADO EXTRA PEQUEÑO
Q001  ; 1011602030001       ; DIJE CONCHA PERLA
Q001  ; 1011602040001       ; RELOJ PARA HOMBRE
Q001  ; 1011602050001       ; RELOJ ANILLO
Q001  ; 1011602060001       ; LLAVERO METALICO
Q001  ; 1011602070001       ; ARETE PERLA FINA
Q001  ; 1011602080001       ; SEPARADOR 4 HUECOS CON ATACHE
Q001  ; 1011602090001       ; CONCHA NATURAL FINA
Q001  ; 1011602100001       ; ALAMBRE COBRE kg
Q001  ; 1011602110001       ; LENTEJA GRANDE 2 HUECOS
Q001  ; 1011602130001       ; HILO PLATEADO DORADO x ROLLO PEQ.
Q001  ; 1011602140001       ; PERLA VELA HORIZONTAL
Q001  ; 1011602150001       ; HILO PARA BORDAR x 24 un GDE
Q001  ; 1011602160001       ; PERLA ARROZ BRILLO GRANDE
Q001  ; 1011602170001       ; PERLA ARROZ FINA 0.6
Q001  ; 1011602180001       ; FLOR CONCHA NATURAL
Q001  ; 1011602190001       ; CRISTAL TORNASOL NATURAL BOLA # 4
Q001  ; 1011602200001       ; CRISTAL TORNASOL NATURAL BOLA # 6
Q001  ; 1011602210001       ; PERLA ARROZ FINA 0.7
Q001  ; 1011602220001       ; ccccccccccc
Q001  ; 1011602230001       ; HILO PARA TEJER
Q001  ; 1011602240001       ; ENCAJE 5 BORDES
Q001  ; 1011602250001       ; ENCAJE ENTRENSADO
Q001  ; 1011602260001       ; ENCAJE CON PERLA
Q001  ; 1011602270001       ; ENCAJE 1 BORDE
Q001  ; 1011602280001       ; ENCAJE CUADRADO
Q001  ; 1011602290001       ; ENCAJE FLOR
Q001  ; 1011602300001       ; ENCAJE MARIPOSA
Q001  ; 1011602310001       ; APLIQUE ROSA LENTEJUELA
Q001  ; 1011602320001       ; HILO ENSERADO x ROLLO 1.5
Q001  ; 1011602330001       ; GRANATE CASCAJO
Q001  ; 1011602340001       ; GRANATE TUBO
Q001  ; 1011602350001       ; GRANATE PASTILLA
Q001  ; 1011602360001       ; GRANATE HOJA PEQUEÑA
Q001  ; 1011602370001       ; PIEDRA VITRO FUSION TUBO 16 X 20
Q001  ; 1011602380001       ; PIEDRA VITRO FUSION BOLA # 10
Q001  ; 1011602390001       ; CADENA K12306
Q001  ; 1011602400001       ; APLIQUE # 4
Q001  ; 1011602410001       ; PIEDRA VITRO FUSION OVALO PLANO 16X 24
Q001  ; 1011602420001       ; PIEDRA VITRO FUSION TUBO 10 X 10
Q001  ; 1011602430001       ; PIEDRA VITRO FUSION CUADRADO 10 X10
Q001  ; 1011602440001       ; PIEDRA VITRO FUSION BOLA  # 12
Q001  ; 1011602450001       ; PIEDRA VITRO FUSION GOTA 12 X 20
Q001  ; 1011602460001       ; PIEDRA VITRO FUSION HOJA
Q001  ; 1011602470001       ; PIEDRA VITRO FUSION TUBO 11 X 16
Q001  ; 1011602480001       ; APLIQUE #9
Q001  ; 1011602490001       ; APLIQUE # 3
Q001  ; 1011602500001       ; PIEDRA AGATA ROMBO BORDES 12 X 15
Q001  ; 1011602510001       ; PIEDRA OJO DE TIGRE RECTANGULO MEDIANO
Q001  ; 1011602520001       ; ATACHE PARA COSER PEQUEÑO
Q001  ; 1011602530001       ; PIEDRA OJO DE TIGRE BOLA # 04
Q001  ; 1011602540001       ; PIEDRA OJO DE TIGRE DIAMANTE # 10
Q001  ; 1011602550001       ; PIEDRA OJO DE TIGRE DIAMANTE # 8
Q001  ; 1011602560001       ; BROCHE DIAMANTE " A"
Q001  ; 1011602570001       ; xxxxxxxxxxx
Q001  ; 1011602580001       ; BROCHE  IMAN EXTRA GRANDE
Q001  ; 1011602590001       ; CORTADOR DE COLLAR
Q001  ; 1011602600001       ; BROCHE " R"
Q001  ; 1011602610001       ; SUJETADOR DIJE HOJA EXTRA GRANDE
Q001  ; 1011602620001       ; PERLA TUBO
Q001  ; 1011602630001       ; PERLA VELA HORIZONTAL ANCHA
Q001  ; 1011602640001       ; PERLA VELA RECTANGULO
Q001  ; 1011602650001       ; PERLA FINA PASTILLA # 15
Q001  ; 1011602660001       ; PERLA ARROZ FINA CON BRILLO # 14
Q001  ; 1011602670001       ; PERLA HUEVO FINA # 12
Q001  ; 1011602680001       ; PERLA ARROZ FINA 0.3
Q001  ; 1011602690001       ; PERLA HUEVO FINA 0.5
Q001  ; 1011602700001       ; PERLA FINA PASTILLA # 12
Q001  ; 1011602710001       ; BROCHE CONCHA GRANDE
Q001  ; 1011602720001       ; BROCHE CONCHA MEDIANA
Q001  ; 1011602730001       ; BROCHE CONCHA PEQUEÑO
Q001  ; 1011602740001       ; DIJE CONCHA CON BASE
Q001  ; 1011602750001       ; APLIQUE # 6
Q001  ; 1011602760001       ; CONCHA CASCAJO
Q001  ; 1011602770001       ; CONCHA NATURAL ENTORCHADO
Q001  ; 1011602780001       ; PIEDRA NATURAL PASTILLA
Q001  ; 1011602790001       ; PIEDRA AGATA  FACETEADA BOLA  # 10
Q001  ; 1011602800001       ; PIEDRA AGATA FACETEADA  BOLA # 12
Q001  ; 1011602810001       ; SEPARADOR DIAMANTE  BOLA # 22
Q001  ; 1011602820001       ; BROCHE CON PIEDRA
Q001  ; 1011602830001       ; BROCHE PASTILLA
Q001  ; 1011602840001       ; SEPARADOR DIAMANTE 3 HUECOS FINO
Q001  ; 1011602850001       ; ARGOLLA DIAMANTE # 15
Q001  ; 1011602860001       ; xxxxxxxxxxxxx
Q001  ; 1011602870001       ; PLATO DIAMANTE
Q001  ; 1011602880001       ; PLATO DIAMANTE DOBLE
Q001  ; 1011602890001       ; LETRA DIAMANTE " O" PEQUEÑO
Q001  ; 1011602900001       ; SEPARADOR DIAMANTE BOLA # 10
Q001  ; 1011602910001       ; SEPARADOR DIAMANTE BOLA # 8
Q001  ; 1011602920001       ; SEPARADOR DIAMANTE 2 HUECOS
Q001  ; 1011602930001       ; SEPARADOR C/DIAMANTE EN MEDIO # 10
Q001  ; 1011602940001       ; SEPARADOR DIAMANTE 5 HUECOS
Q001  ; 1011602950001       ; SEPARADOR DIAMANTE BOLA # 14
Q001  ; 1011602960001       ; SEPARADOR DIAMANTE BOLA # 12
Q001  ; 1011602970001       ; BROCHE TORNILLO FINO
Q001  ; 1011602980001       ; RELOJ PARA COLLAR FINO
Q001  ; 1011602990001       ; RELOJ PARA PULSERA Y COLLAR
Q001  ; 1011603000001       ; APLIQUE TULIPAN
Q001  ; 1011603010001       ; APLIQUE 2 ROSAS LARGAS
Q001  ; 1011603020001       ; APLIQUE 2 ROSAS PEQUEÑAS
Q001  ; 1011603030001       ; HILO ENSERADO x ROLLO 1.0
Q001  ; 1011603040001       ; CRISTAL OVALO 1.5  # 4
Q001  ; 1011603050001       ; APLIQUE FLOR PEQUEÑA
Q001  ; 1011603060001       ; CALCOMANIA
Q001  ; 1011603070001       ; TIRA GUIPIUR
Q001  ; 1011603080001       ; CUELLOS
Q001  ; 1011603090001       ; xxxxxxxxxxx
Q001  ; 1011603100001       ; APLIQUE FLOR
Q001  ; 1011603110001       ; APLIQUE GAJO DE FLORES
Q001  ; 1011603120001       ; xxxxxxxxxx
Q001  ; 1011603130001       ; APLIQUE 1 HOJA
Q001  ; 1011603140001       ; APLIQUE 2 HOJA
